Question;Option1;Option2;Option3;Option4;CorrectIndex
"What is the Hindi equivalent of 'Blank endorsement security'";कोरी पृष्ठांकित प्रतिभूति;पूर्ण पृष्ठांकित प्रतिभूति;सशर्त पृष्ठांकित प्रतिभूति;आंशिक पृष्ठांकित प्रतिभूति;0
"Choose the correct meaning of 'Blank transfer'";कोरा / बेनामी अंतरण;पूर्ण अंतरण;पंजीकृत अंतरण;वैध अंतरण;0
"Select the correct Hindi translation for the term 'Blanket exchange permit'";निर्बंध विदेशी मुद्रा परमिट;सीमित विदेशी मुद्रा परमिट;अस्थायी विदेशी मुद्रा परमिट;विशेष विदेशी मुद्रा परमिट;0
"In a professional context, what does 'Blanket expense policy' mean?";कुल खर्च नीति;आंशिक खर्च नीति;न्यूनतम खर्च नीति;अधिकतम खर्च नीति;0
"What is the technical term for 'Blanket import permit'";निर्बंध आयात परमिट;सीमित आयात परमिट;अस्थायी आयात परमिट;विशेष आयात परमिट;0
"Identify the correct Hindi translation for 'Blanket licence'";निर्बंध लाइसेंस;सीमित लाइसेंस;अस्थायी लाइसेंस;विशेष लाइसेंस;0
"Select the correct Hindi translation for the term 'Blanket mortgage'";व्यापक बंधक;साधारण बंधक;सशर्त बंधक;भोग बंधक;0
"What is the Hindi equivalent of 'Blanket price'";एकमुश्त कीमत;फुटकर कीमत;किस्तों में कीमत;उधार कीमत;0
"Choose the correct meaning of 'Blanket rate'";निर्बंध दर;सीमित दर;परिवर्तनशील दर;स्थिर दर;0
"Select the correct Hindi translation for the term 'Blanket tax'";सामूहिक कर;व्यक्तिगत कर;आय कर;बिक्री कर;0
"In a professional context, what does 'Blind check' mean?";अप्रलेखी जांच / पूर्ण जांच;आंशिक जांच;सरसरी जांच;नमूना जांच;0
"What is the technical term for 'Blind pool'";अविनिर्दिष्ट निवेश निधि;विनिर्दिष्ट निवेश निधि;सरकारी निवेश निधि;निजी निवेश निधि;0
"Identify the correct Hindi translation for 'Block assets'";थोक आस्तियां / परिसंपत्तियां;खुदरा आस्तियां;चल आस्तियां;अचल आस्तियां;0
"Select the correct Hindi translation for the term 'Block capital'";एकमुश्त / थोक पूंजी;किस्तों में पूंजी;अस्थायी पूंजी;कार्यशील पूंजी;0
"What is the Hindi equivalent of 'Block capital finance'";एकमुश्त / थोक पूंजी वित्त;किस्तों में पूंजी वित्त;अस्थायी पूंजी वित्त;कार्यशील पूंजी वित्त;0
"Choose the correct meaning of 'Block development'";खंड / प्रखंड विकास;जिला विकास;राज्य विकास;राष्ट्रीय विकास;0
"Select the correct Hindi translation for the term 'Block grants'";सामान्य अनुदान;विशेष अनुदान;सशर्त अनुदान;आपाती अनुदान;0
"In a professional context, what does 'Block level bankers\' committee' mean?";खंड / प्रखंड स्तरीय बैंकर समिति;जिला स्तरीय बैंकर समिति;राज्य स्तरीय बैंकर समिति;राष्ट्रीय स्तरीय बैंकर समिति;0
"What is the technical term for 'Block level co-ordination committee'";खंड / प्रखंड स्तरीय समन्वय समिति;जिला स्तरीय समन्वय समिति;राज्य स्तरीय समन्वय समिति;राष्ट्रीय स्तरीय समन्वय समिति;0
"Identify the correct Hindi translation for 'Block level village artisan multipurpose society'";खंड / प्रखंड स्तरीय ग्रामीण कारीगर बहु-प्रयोजनीय समिति;जिला स्तरीय समिति;राज्य स्तरीय समिति;राष्ट्रीय स्तरीय समिति;0
"Select the correct Hindi translation for the term 'Block loans'";एकमुश्त ऋण;किस्तों में ऋण;अस्थायी ऋण;दीर्घकालिक ऋण;0
"What is the Hindi equivalent of 'Block valuation'";संपूर्ण मूल्यांकन;आंशिक मूल्यांकन;नमूना मूल्यांकन;अनुमानित मूल्यांकन;0
"Choose the correct meaning of 'Blocked accounts'";अवरुद्ध खाते;चालू खाते;बचत खाते;सावधि खाते;0
"Select the correct Hindi translation for the term 'Blocked amount'";अवरुद्ध राशि;मुक्त राशि;जमा राशि;नामे राशि;0
"In a professional context, what does 'Blocked asset' mean?";अवरुद्ध आस्तियां / परिसंपत्तियां;मुक्त आस्तियां;चल आस्तियां;अचल आस्तियां;0
"What is the technical term for 'Blocked balances'";अवरुद्ध शेषराशियां;मुक्त शेषराशियां;जमा शेषराशियां;नामे शेषराशियां;0
"Identify the correct Hindi translation for 'Blocking of account'";खाता अवरुद्ध करना;खाता खोलना;खाता बंद करना;खाता चालू करना;0
"Select the correct Hindi translation for the term 'Blocking price'";अवरोधक कीमत;बाजार कीमत;लागत कीमत;विक्रय कीमत;0
"What is the Hindi equivalent of 'Blotter'";व्यापारिक रोजनामचा;खाता बही;रोकड़ बही;पासबुक;0
"Choose the correct meaning of 'Blue chip'";ब्लू चिप / विश्वसनीय शेयर;जोखिम भरा शेयर;नया शेयर;सस्ता शेयर;0
"Select the correct Hindi translation for the term 'Blue chip clients'";विश्वसनीय ग्राहक;नए ग्राहक;पुराने ग्राहक;संदिग्ध ग्राहक;0
"In a professional context, what does 'Blue chip company' mean?";ब्लू चिप / विश्वसनीय कंपनी;नई कंपनी;छोटी कंपनी;घाटे वाली कंपनी;0
"What is the technical term for 'Blue chip rate'";विश्वसनीय कंपनी के लिए दर;सामान्य दर;उच्च दर;निम्न दर;0
"Identify the correct Hindi translation for 'Blue collar job'";श्रमिक कार्य;कार्यालयी कार्य;प्रबंधकीय कार्य;तकनीकी कार्य;0
"Select the correct Hindi translation for the term 'Blue collar worker'";श्रमिक;लिपिक;प्रबंधक;अधिकारी;0
"What is the Hindi equivalent of 'Board of directors'";निदेशक मंडल / बोर्ड;प्रबंध समिति;शेयरधारक;कर्मचारी संघ;0
"Choose the correct meaning of 'Board of revenue'";राजस्व बोर्ड;व्यापार बोर्ड;शिक्षा बोर्ड;स्वास्थ्य बोर्ड;0
"Select the correct Hindi translation for the term 'Board of trade'";व्यापार मंडल;राजस्व मंडल;शिक्षा मंडल;स्वास्थ्य मंडल;0
"In a professional context, what does 'Board resolution' mean?";निदेशक मंडल का संकल्प;शेयरधारकों का संकल्प;कर्मचारियों का संकल्प;ग्राहकों का संकल्प;0
"What is the technical term for 'Body'";निकाय;व्यक्ति;समूह;संस्था;0
"Identify the correct Hindi translation for 'Body corporate'";निगमित निकाय;साझेदारी फर्म;एकल स्वामित्व;सहकारी समिति;0
"Select the correct Hindi translation for the term 'Bonafide error'";निष्कपट गलती;जानबूझकर की गई गलती;लापरवाही से की गई गलती;तकनीकी गलती;0
"What is the Hindi equivalent of 'Bonafide owner'";वास्तविक स्वामी / मालिक;बेनामी स्वामी;संयुक्त स्वामी;न्यासी;0
"Choose the correct meaning of 'Bonafide payment'";वास्तविक भुगतान;फर्जी भुगतान;आंशिक भुगतान;विलंबित भुगतान;0
"Select the correct Hindi translation for the term 'Bond'";बॉण्ड;शेयर;डिबेंचर;वारंट;0
"In a professional context, what does 'Bond certificate' mean?";बॉण्ड प्रमाण-पत्र;शेयर प्रमाण-पत्र;डिबेंचर प्रमाण-पत्र;बीमा प्रमाण-पत्र;0
"What is the technical term for 'Bond financing'";बॉण्ड वित्तपोषण;शेयर वित्तपोषण;ऋण वित्तपोषण;अनुदान वित्तपोषण;0
"Identify the correct Hindi translation for 'Bond form'";बॉण्ड फार्म;शेयर फार्म;डिबेंचर फार्म;आवेदन फार्म;0
"Select the correct Hindi translation for the term 'Bond holder'";बॉण्डधारक;शेयरधारक;डिबेंचरधारक;खाताधारक;0
"What is the Hindi equivalent of 'Bond ledger account'";बॉण्ड बहीखाता;शेयर बहीखाता;डिबेंचर बहीखाता;रोकड़ बहीखाता;0
"Choose the correct meaning of 'Bond market'";बॉण्ड बाजार;शेयर बाजार;मुद्रा बाजार;वायदा बाजार;0
"Select the correct Hindi translation for the term 'Bond of indemnity'";क्षतिपूर्ति बॉण्ड;सुरक्षा बॉण्ड;गारंटी बॉण्ड;बीमा बॉण्ड;0
"In a professional context, what does 'Bond washing' mean?";बॉण्ड की फर्जी बिक्री;बॉण्ड की सफाई;बॉण्ड का नवीनीकरण;बॉण्ड का रद्दीकरण;0
"What is the technical term for 'Bond yield'";बॉण्ड प्रतिफल;बॉण्ड मूल्य;बॉण्ड ब्याज;बॉण्ड अवधि;0
"Identify the correct Hindi translation for 'Bonded deal'";बंधित लेनदेन / सौदा;मुक्त लेनदेन;नकद लेनदेन;उधार लेनदेन;0
"Select the correct Hindi translation for the term 'Bonded debt'";बंधित कर्ज;मुक्त कर्ज;नकद कर्ज;उधार कर्ज;0
"What is the Hindi equivalent of 'Bonded goods'";गोदाम में बंधित माल;खुले बाजार का माल;आयातित माल;निर्यातित माल;0
"Choose the correct meaning of 'Bonded labour'";बंधुआ मजदूर;स्वतंत्र मजदूर;कुशल मजदूर;अकुशल मजदूर;0
"Select the correct Hindi translation for the term 'Bonded stock'";बंधित स्टॉक;मुक्त स्टॉक;नया स्टॉक;पुराना स्टॉक;0
"In a professional context, what does 'Bonds with equity warrants' mean?";इक्विटी-वारंटयुक्त बॉण्ड;इक्विटी-रहित बॉण्ड;परिवर्तनीय बॉण्ड;अपरिवर्तनीय बॉण्ड;0
"What is the technical term for 'Bonus'";बोनस;वेतन;मजदूरी;कमीशन;0
"Identify the correct Hindi translation for 'Bonus and rights shares'";बोनस और अधिकार शेयर;साधारण और पूर्वाधिकार शेयर;इक्विटी और डिबेंचर;सरकारी और निजी शेयर;0
"Select the correct Hindi translation for the term 'Book adjustment'";बही समायोजन;नकद समायोजन;खाता समायोजन;स्टॉक समायोजन;0
"What is the Hindi equivalent of 'Book asset'";बही आस्ति / परिसंपत्ति;बाजार आस्ति;शुद्ध आस्ति;सकल आस्ति;0
"Choose the correct meaning of 'Book balance'";बही शेष;नकद शेष;बैंक शेष;अंतिम शेष;0
"Select the correct Hindi translation for the term 'Book building process'";बही निर्माण प्रक्रिया;भवन निर्माण प्रक्रिया;सड़क निर्माण प्रक्रिया;पुल निर्माण प्रक्रिया;0
"In a professional context, what does 'Book closure' mean?";बही बंदी;खाता बंदी;बैंक बंदी;बाजार बंदी;0
"What is the technical term for 'Book credit'";बही जमा;नकद जमा;बैंक जमा;सावधि जमा;0
"Identify the correct Hindi translation for 'Book debt'";बही ऋण;नकद ऋण;बैंक ऋण;विदेशी ऋण;0
"Select the correct Hindi translation for the term 'Book debts and other accounts receivable'";बही ऋण और अन्य लेनदारी लेखा;बही ऋण और अन्य देनदारी लेखा;नकद ऋण और अन्य लेनदारी लेखा;बैंक ऋण और अन्य लेनदारी लेखा;0
"What is the Hindi equivalent of 'Book deposit'";खाता जमा;नकद जमा;सावधि जमा;आवर्ती जमा;0
"Choose the correct meaning of 'Book keeping'";बहीखाता रखना;लेखा परीक्षा;लागत लेखांकन;प्रबंधन लेखांकन;0
"Select the correct Hindi translation for the term 'Book of original entry'";मूल प्रविष्टि की बही;अंतिम प्रविष्टि की बही;समायोजन प्रविष्टि की बही;हस्तांतरण प्रविष्टि की बही;0
"In a professional context, what does 'Book profit' mean?";बही लाभ;नकद लाभ;शुद्ध लाभ;सकल लाभ;0
"What is the technical term for 'Book rate'";बही दर;बाजार दर;ब्याज दर;विनिमय दर;0
"Identify the correct Hindi translation for 'Book transactions'";बही लेनदेन;नकद लेनदेन;बैंक लेनदेन;विदेशी लेनदेन;0
"Select the correct Hindi translation for the term 'Book transfer'";बही अंतरण;नकद अंतरण;बैंक अंतरण;तार अंतरण;0
"What is the Hindi equivalent of 'Book value'";बही मूल्य;बाजार मूल्य;अंकित मूल्य;वसूली मूल्य;0
"Choose the correct meaning of 'Book-built issue'";बही-निर्मित कीमत निर्गम;नियत कीमत निर्गम;नीलामी निर्गम;निजी निर्गम;0
"Select the correct Hindi translation for the term 'Booking of exchange profits'";विनिमय लाभ दर्ज करना;विनिमय हानि दर्ज करना;ब्याज लाभ दर्ज करना;लाभांश दर्ज करना;0
"In a professional context, what does 'Booking of forward exchange contracts' mean?";वायदा विनिमय संविदा / ठेका दर्ज करना;हाजिर विनिमय संविदा दर्ज करना;विकल्प संविदा दर्ज करना;स्वैप संविदा दर्ज करना;0
"What is the technical term for 'Books of accounts'";खाता-बहियां;चेक बुक;पासबुक;रसीद बुक;0
"Identify the correct Hindi translation for 'Boom'";तेजी;मंदी;स्थिरता;गिरावट;0
"Select the correct Hindi translation for the term 'Boom and bust'";तेजी और मंदी;लाभ और हानि;आय और व्यय;आयात और निर्यात;0
"What is the Hindi equivalent of 'Boost ratio'";(मूल्यवृद्धि इत्यादि में) बढ़ोतरी अनुपात;गिरावट अनुपात;स्थिरता अनुपात;कमी अनुपात;0
"Choose the correct meaning of 'Boot maker'";मोची;दर्जी;बढ़ई;लोहार;0
"Select the correct Hindi translation for the term 'Boot money'";अतिरिक्त मुआवजा;मूल वेतन;बोनस;कमीशन;0
"In a professional context, what does 'Bootstrap' mean?";स्वतः सपोषक निधीयन / प्रक्रिया;बाहरी निधीयन;सरकारी निधीयन;निजी निधीयन;0
"What is the technical term for 'Border system of irrigation'";तकवार सिंचाई प्रणाली;नहर सिंचाई प्रणाली;कुआं सिंचाई प्रणाली;ड्रिप सिंचाई प्रणाली;0
"Identify the correct Hindi translation for 'Borderline risk'";सीमित जोखिम;असीमित जोखिम;उच्च जोखिम;निम्न जोखिम;0
"Select the correct Hindi translation for the term 'Borrow'";उधार लेना;उधार देना;जमा करना;निवेश करना;0
"What is the Hindi equivalent of 'Borrowal account'";उधार खाते;जमा खाते;बचत खाते;चालू खाते;0
"Choose the correct meaning of 'Borrowed fund'";उधार ली गई निधि;जमा की गई निधि;निवेश की गई निधि;अनुदान निधि;0
"Select the correct Hindi translation for the term 'Borrowed note'";जमानती रुक्का;प्रतिज्ञा पत्र;चेक;ड्राफ्ट;0
"In a professional context, what does 'Borrowed reserves' mean?";उधार ली गयी आरक्षित निधियां;स्वयं की आरक्षित निधियां;वैधानिक आरक्षित निधियां;अतिरिक्त आरक्षित निधियां;0
"What is the technical term for 'Borrower'";उधारकर्ता;ऋणदाता;जमाकर्ता;निवेशक;0
"Identify the correct Hindi translation for 'Borrower specific borrowing'";उधारकर्ता विशिष्ट उधार / उधार राशि;सामान्य उधार;सरकारी उधार;विदेशी उधार;0
"Select the correct Hindi translation for the term 'Borrowing concern'";उधारकर्ता संस्था;ऋणदाता संस्था;जमाकर्ता संस्था;निवेशक संस्था;0
"What is the Hindi equivalent of 'Borrowing power'";उधार लेने की शक्ति;उधार देने की शक्ति;जमा करने की शक्ति;निवेश करने की शक्ति;0
"Choose the correct meaning of 'Borrowing rates'";उधार की दरें / उधार संबंधी ब्याज दरें;जमा दरें;बचत दरें;निवेश दरें;0
"Select the correct Hindi translation for the term 'Bottom fishing'";निम्नतम स्तर पर खरीदारी / बॉटम फिशिंग;उच्चतम स्तर पर खरीदारी;औसत स्तर पर खरीदारी;बाजार स्तर पर खरीदारी;0
"In a professional context, what does 'Bottom line growth' mean?";लाभ में संवृद्धि;आय में संवृद्धि;बिक्री में संवृद्धि;संपत्ति में संवृद्धि;0
"What is the technical term for 'Bottom out'";गिरावट रुकना;तेजी आना;स्थिर रहना;उतार-चढ़ाव होना;0
"Identify the correct Hindi translation for 'Bottom price'";निम्नतम कीमत;उच्चतम कीमत;औसत कीमत;बाजार कीमत;0
"Select the correct Hindi translation for the term 'Bottom-up method for investments'";निवेश अधरोर्ध्व प्रणाली;निवेश ऊर्ध्वगामी प्रणाली;निवेश क्षैतिज प्रणाली;निवेश लंबवत प्रणाली;0
"What is the Hindi equivalent of 'Bought leaf factories'";पत्ती खरीदनेवाले कारखाने;पत्ती बेचनेवाले कारखाने;पत्ती उत्पादक कारखाने;पत्ती निर्यातक कारखाने;0
"Choose the correct meaning of 'Bought ledger'";व्यय बही;आय बही;रोकड़ बही;बिक्री बही;0
"Select the correct Hindi translation for the term 'Bought out deals'";सीधी खरीद / सीधे सौदे;नीलामी खरीद;निविदा खरीद;किराया खरीद;0
"In a professional context, what does 'Bounced cheque' mean?";नकारा गया चेक / अनादृत चेक;भुनाया गया चेक;खोया हुआ चेक;रद्द किया गया चेक;0
"What is the technical term for 'Bound asset'";आबद्ध आस्ति / परिसंपत्ति;मुक्त आस्ति;चल आस्ति;अचल आस्ति;0
"Identify the correct Hindi translation for 'Bounty'";1. उदार-दान 2. इनाम / आनुतोषिक;दंड;जुर्माना;कर;0
"Select the correct Hindi translation for the term 'Bounty fed products'";उदार-दान से उत्पादित वस्तुएं;बाजार मूल्य पर उत्पादित वस्तुएं;रियायती दर पर उत्पादित वस्तुएं;कर मुक्त उत्पादित वस्तुएं;0
"What is the Hindi equivalent of 'Bouquet of products'";उत्पाद समूह;उत्पाद सूची;उत्पाद विवरण;उत्पाद मूल्य;0
"Choose the correct meaning of 'Bourse'";शेयर बाजार / स्टॉक एक्सचेंज;कमोडिटी बाजार;मुद्रा बाजार;वायदा बाजार;0
"Select the correct Hindi translation for the term 'Bouts of volatility'";अस्थिरता के दौर;स्थिरता के दौर;तेजी के दौर;मंदी के दौर;0
"In a professional context, what does 'Bow-tie loan' mean?";परवर्ती दर ऋण;स्थिर दर ऋण;शून्य दर ऋण;उच्च दर ऋण;0
"What is the technical term for 'Box balance'";पेटी शेष;बैंक शेष;नकद शेष;खाता शेष;0
"Identify the correct Hindi translation for 'Branch adjustment account'";शाखा समायोजन लेखा / खाता;शाखा लाभ लेखा;शाखा व्यय लेखा;शाखा आय लेखा;0
"Select the correct Hindi translation for the term 'Branch advisory committee'";शाखा सलाहकार समिति;शाखा प्रबंधन समिति;शाखा कार्यकारी समिति;शाखा लेखा परीक्षा समिति;0
"What is the Hindi equivalent of 'Branch agent'";शाखा एजेंट;शाखा प्रबंधक;शाखा लिपिक;शाखा चपरासी;0
"Choose the correct meaning of 'Branch audit'";शाखा लेखापरीक्षा;शाखा निरीक्षण;शाखा सर्वेक्षण;शाखा मूल्यांकन;0
"Select the correct Hindi translation for the term 'Branch auditor'";शाखा लेखापरीक्षक;शाखा प्रबंधक;शाखा लेखापाल;शाखा खजांची;0
"In a professional context, what does 'Branch banking' mean?";शाखा बैंकिंग;इकाई बैंकिंग;श्रृंखला बैंकिंग;समूह बैंकिंग;0
"What is the technical term for 'Branch clearing code'";शाखा समाशोधन कोड;शाखा आईएफएससी कोड;शाखा एमआईसीआर कोड;शाखा स्विफ्ट कोड;0
"Identify the correct Hindi translation for 'Branch control'";शाखा नियंत्रण;शाखा प्रबंधन;शाखा निरीक्षण;शाखा संचालन;0
"Select the correct Hindi translation for the term 'Branch expansion programme'";शाखा विस्तार कार्यक्रम;शाखा कटौती कार्यक्रम;शाखा विलय कार्यक्रम;शाखा समापन कार्यक्रम;0
"What is the Hindi equivalent of 'Branch management'";शाखा प्रबंधन;शाखा नियंत्रण;शाखा संचालन;शाखा प्रशासन;0
"Choose the correct meaning of 'Branch network'";शाखा तंत्र / शाखाओं का नेटवर्क;शाखा सूची;शाखा मानचित्र;शाखा विवरण;0
"Select the correct Hindi translation for the term 'Branch office daily account'";शाखा कार्यालय दैनिक लेखा;शाखा कार्यालय मासिक लेखा;शाखा कार्यालय वार्षिक लेखा;शाखा कार्यालय साप्ताहिक लेखा;0
"In a professional context, what does 'Branch remittance account' mean?";शाखा विप्रेषण लेखा;शाखा जमा लेखा;शाखा ऋण लेखा;शाखा व्यय लेखा;0
"What is the technical term for 'Branch returns'";शाखा विवरणियां;शाखा लाभ;शाखा व्यय;शाखा जमा;0
"Identify the correct Hindi translation for 'Branch transfer scroll'";शाखा अंतरण सूची;शाखा जमा सूची;शाखा निकासी सूची;शाखा ऋण सूची;0
"Select the correct Hindi translation for the term 'Branch wise data'";शाखावार आंकड़े;क्षेत्रवार आंकड़े;राज्यवार आंकड़े;राष्ट्रवार आंकड़े;0
"What is the Hindi equivalent of 'Brand ambassador'";प्रचार-दूत;ब्रैंड प्रबंधक;ब्रैंड मालिक;ब्रैंड निर्माता;0
"Choose the correct meaning of 'Brand building'";ब्रैंड निर्माण;ब्रैंड विनाश;ब्रैंड बिक्री;ब्रैंड खरीद;0
"Select the correct Hindi translation for the term 'Brand loyalty'";ब्रैंड-निष्ठा;ब्रैंड-विरोध;ब्रैंड-परिवर्तन;ब्रैंड-अज्ञानता;0
"In a professional context, what does 'Brand money' mean?";1. ब्रैंड धन 2. रक्षित धन;काला धन;सफेद धन;जाली धन;0
"What is the technical term for 'Branding'";ब्रैंडिंग;विपणन;विज्ञापन;बिक्री;0
"Identify the correct Hindi translation for 'Brassage'";सशुल्क सिक्का-ढलाई;निःशुल्क सिक्का-ढलाई;स्वर्ण सिक्का-ढलाई;रजत सिक्का-ढलाई;0
"Select the correct Hindi translation for the term 'Breach of contract'";संविदा भंग;संविदा पालन;संविदा नवीनीकरण;संविदा रद्दीकरण;0
"What is the Hindi equivalent of 'Breach of discipline'";अनुशासन भंग;नियम पालन;आदेश पालन;कर्तव्य पालन;0
"Choose the correct meaning of 'Breach of duty'";कर्तव्य भंग;अधिकार भंग;विश्वास भंग;कानून भंग;0
"Select the correct Hindi translation for the term 'Breach of fiduciary duty'";वैश्वासिक कर्तव्य भंग;कानूनी कर्तव्य भंग;नैतिक कर्तव्य भंग;सामाजिक कर्तव्य भंग;0
"In a professional context, what does 'Breach of law' mean?";विधि भंग / कानून तोड़ना;विधि पालन;विधि निर्माण;विधि संशोधन;0
"What is the technical term for 'Breach of trust'";विश्वासघात;विश्वास;भरोसा;निष्ठा;0
"Identify the correct Hindi translation for 'Break bulk agent'";थोक में माल निकालनेवाले एजेंट;खुदरा व्यापारी;थोक व्यापारी;निर्माता;0
"Select the correct Hindi translation for the term 'Break even analysis'";लाभ-अलाभ विश्लेषण;लागत विश्लेषण;बिक्री विश्लेषण;बाजार विश्लेषण;0
"What is the Hindi equivalent of 'Break even point'";लाभ-अलाभ बिंदु / स्थिति;लाभ बिंदु;हानि बिंदु;बिक्री बिंदु;0
"Choose the correct meaning of 'Break in prices'";कीमतों का टूटना / कम होना;कीमतों का बढ़ना;कीमतों का स्थिर रहना;कीमतों का उतार-चढ़ाव;0
"Select the correct Hindi translation for the term 'Break-up'";विश्लेषित / अलग-अलग विवरण / आंकड़े;संयुक्त विवरण;संक्षिप्त विवरण;कुल विवरण;0
"In a professional context, what does 'Break-up value' mean?";विश्लेषित/अलग-अलग मूल्य;संयुक्त मूल्य;बाजार मूल्य;अंकित मूल्य;0
"What is the technical term for 'BRIC countries'";ब्रिक देश (ब्राजील, रूस, भारत और चीन);यूरोपीय संघ देश;आसियान देश;सार्क देश;0
"Identify the correct Hindi translation for 'Brick and mortar banking'";पारंपरिक बैंकिंग / भौतिक शाखा बैंकिंग;इंटरनेट बैंकिंग;मोबाइल बैंकिंग;वर्चुअल बैंकिंग;0
"Select the correct Hindi translation for the term 'Bridging finance'";पूरक वित्त;मुख्य वित्त;अतिरिक्त वित्त;आपाती वित्त;0
"What is the Hindi equivalent of 'Bridging loan'";पूरक ऋण;दीर्घकालिक ऋण;शैक्षिक ऋण;गृह ऋण;0
"Choose the correct meaning of 'Bring forward'";आगे लाना;पीछे ले जाना;रद्द करना;स्थगित करना;0
"Select the correct Hindi translation for the term 'Briquetting'";नोटों के टुकड़ों की ईंटें तैयार करना;नोटों को जलाना;नोटों को दफनाना;नोटों को पुनर्चक्रित करना;0
"In a professional context, what does 'Brisk trading' mean?";अधिक लेनदेन / ट्रेडिंग;कम लेनदेन;मंद लेनदेन;शून्य लेनदेन;0
"What is the technical term for 'Brittle notes'";खस्ताहाल नोट;नए नोट;जाली नोट;कटे-फटे नोट;0
"Identify the correct Hindi translation for 'Broad banding'";1. स्थूल वर्गीकरण 2. श्रेणी-विस्तार;सूक्ष्म वर्गीकरण;श्रेणी-संकुचन;श्रेणी-उन्मूलन;0
"Select the correct Hindi translation for the term 'Broad based'";व्यापक आधारवाली;संकीर्ण आधारवाली;सीमित आधारवाली;विशिष्ट आधारवाली;0
"What is the Hindi equivalent of 'Broad market'";व्यापक बाजार;सीमित बाजार;स्थानीय बाजार;विदेशी बाजार;0
"Choose the correct meaning of 'Broad money'";व्यापक / स्थूल मुद्रा;संकीर्ण मुद्रा;आधार मुद्रा;आरक्षित मुद्रा;0
"Select the correct Hindi translation for the term 'Broadcasting sowing'";छिटकवा बुवाई;पंक्ति बुवाई;रोपण;सीधी बुवाई;0
"In a professional context, what does 'Broken account' mean?";विखंडित खाता;संयुक्त खाता;चालू खाता;बचत खाता;0
"What is the technical term for 'Broken amount'";खंडित राशि;पूर्ण राशि;अनुमानित राशि;अंतिम राशि;0
"Identify the correct Hindi translation for 'Broken money'";रेजगारी;नोट;चेक;ड्राफ्ट;0
"Select the correct Hindi translation for the term 'Broken period'";खंडित अवधि;पूर्ण अवधि;निश्चित अवधि;अनिश्चित अवधि;0
"What is the Hindi equivalent of 'Broken period interest'";खंडित अवधि का ब्याज;पूर्ण अवधि का ब्याज;चक्रवृद्धि ब्याज;साधारण ब्याज;0
"Choose the correct meaning of 'Broker'";दलाल;व्यापारी;निवेशक;बैंकर;0
"Select the correct Hindi translation for the term 'Brokerage (brokering)'";दलाली;कमीशन;बट्टा;ब्याज;0
"In a professional context, what does 'Broker\'s delivery order' mean?";दलाल का सुपुर्दगी आदेश;दलाल का भुगतान आदेश;दलाल का खरीद आदेश;दलाल का बिक्री आदेश;0
"What is the technical term for 'Broker\'s note'";दलाल का रुक्का;दलाल का चेक;दलाल का बिल;दलाल का अनुबंध;0
"Identify the correct Hindi translation for 'Brought forward'";आगे लाया गया;पीछे ले जाया गया;रद्द किया गया;स्थगित किया गया;0
"Select the correct Hindi translation for the term 'Brownfield investment'";क्षमता-विस्तार निवेश;नया निवेश;विदेशी निवेश;सरकारी निवेश;0
"What is the Hindi equivalent of 'Brownfield project'";विस्तारित परियोजना;नई परियोजना;पुरानी परियोजना;रद्द परियोजना;0
"Choose the correct meaning of 'Brown goods'";हल्की टिकाऊ वस्तुएं;भारी टिकाऊ वस्तुएं;नश्वर वस्तुएं;विलासिता की वस्तुएं;0
"Select the correct Hindi translation for the term 'Browsing the account'";खाता अवलोकन (इंटरनेट पर);खाता खोलना;खाता बंद करना;खाता अद्यतन करना;0
"In a professional context, what does 'Bubble' mean?";उफान / बुलबुला;मंदी;स्थिरता;संतुलन;0
"What is the technical term for 'Bucket traders'";बकेट ट्रेडर / गैरकानूनी कारोबारी;अधिकृत कारोबारी;पंजीकृत कारोबारी;सरकारी कारोबारी;0
"Identify the correct Hindi translation for 'Bucking season'";तैयारी का समय;फसल कटाई का समय;बुवाई का समय;विश्राम का समय;0
"Select the correct Hindi translation for the term 'Budget allocation'";बजट आबंटन;बजट अनुमान;बजट घाटा;बजट अधिशेष;0
"What is the Hindi equivalent of 'Budget appropriation'";बजट विनियोजन;बजट आबंटन;बजट अनुमान;बजट प्रस्तुति;0
"Choose the correct meaning of 'Budget estimates'";बजट अनुमान;बजट वास्तविक;बजट लक्ष्य;बजट सीमा;0
"Select the correct Hindi translation for the term 'Budget head'";बजट शीर्ष;बजट पूंछ;बजट मध्य;बजट अंत;0
"In a professional context, what does 'Budget provision' mean?";बजट प्रावधान;बजट कटौती;बजट वृद्धि;बजट स्थगन;0
"What is the technical term for 'Budgetary account'";बजट लेखा;व्यापार लेखा;लाभ-हानि लेखा;पूंजी लेखा;0
"Identify the correct Hindi translation for 'Budgetary balance'";बजट शेष;व्यापार शेष;भुगतान शेष;साख शेष;0
"Select the correct Hindi translation for the term 'Budgetary control'";बजट नियंत्रण;वित्तीय नियंत्रण;लागत नियंत्रण;गुणवत्ता नियंत्रण;0
"What is the Hindi equivalent of 'Budgetary deficit'";बजट घाटा;बजट अधिशेष;बजट संतुलन;बजट लक्ष्य;0
"Choose the correct meaning of 'Budgetary powers'";बजट शक्तियां;वित्तीय शक्तियां;प्रशासनिक शक्तियां;विधायी शक्तियां;0
"Select the correct Hindi translation for the term 'Budgetary procedure'";बजट क्रियाविधि;बजट नीति;बजट नियम;बजट कानून;0
