Question;Option1;Option2;Option3;Option4;CorrectIndex
"Select the correct Hindi translation for the term 'Apprentice'";शिक्षु;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Appendix'";परिशिष्ट;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Apprenticeship'";शिक्षुता;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Applicable'";लागू, प्रयोज्य;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Approach' mean?";1. दृष्टिकोण 2. पहुंच 3. संपर्क करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Applicant'?";आवेदक, प्रार्थी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Approach paper'";दृष्टिकोण पत्र;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Application'";1. आवेदन, अर्जी 2. अनुप्रयोग;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Approaches to management'";प्रबंधन संबंधी दृष्टिकोण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Approbate'";समनुमोदन, अनुमोदन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Appropriate authority'";उपयुक्त प्राधिकारी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Artel' mean?";सहकारी संघ, उत्पादक सहकारी समिति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Appropriation'?";विनियोजन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Article'";1. अनुच्छेद 2. वस्तु 3. लेख;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Appropriation account'";विनियोग लेखा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Appropriation of payments'";भुगतान का विनियोजन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Articles of agreement'";करार की शर्तें;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Approval'";अनुमोदन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Articles of association' mean?";संस्था के अंतर्नियम;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Approval response'?";अनुमोदन प्रत्युत्तर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Approved currency'";अनुमोदित मुद्रा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Approved limit'";अनुमोदित ऋण-सीमा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Approximate actuals'";सन्निकट वास्तविक आंकड़े;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Approximate rate'";अनुमानित दर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Arbitrage'";अंतग्पणन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Arbitrary price' mean?";मनमानी कीमत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Arbitrate'?";1. विवाचन 2. मध्यस्थता करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Arbitrated exchange rate'";विवाचित विनिमय दर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Articles of merchandise'";व्यापारिक माल;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Artificial clearing'";कृत्रिम निकासी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Artificial dearness'";कृत्रिम / बनावटी महंगाई;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Artificial transaction'";कृत्रिम सौदा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Artisan' mean?";कारीगर, शिल्पी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'As a last resort'?";अंतिम उपाय के रूप में;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'As is where is'";जैसा है, जहां है;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Ascending premium policy'";आरोही प्रीमियम पॉलिसी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Asked price'";वांछित कीमत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Assembly line production'";समनुक्रम उत्पादन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Assembly line technique'";क्रमिक संयोजन तकनीक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Assertion of rights' mean?";अधिकार जताना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Assess'?";1. निर्धारित करना 2. कर निर्धारित करना 3. मूल्यांकन करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Arbitration'";विवाचन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Arbitrator'";1. विवाचक 2. मध्यस्थ;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Area approach'";क्षेत्र दृष्टिकोण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Assessable deposits'";कर-निर्धारणीय जमाराशियां;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Area of operations'";कार्य-क्षेत्र;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Assessee' mean?";निर्धारिती / कर-निर्धारिती;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Area sampling'?";नमूना क्षेत्र-चयन विधि;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Assessing authority'";निर्धारण / कर-निर्धारण प्राधिकारी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Area specific'";क्षेत्र-विशेष का;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Assessing the eligibility'";पात्रता निर्धारण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Arid zone'";बंजर / ऊसर क्षेत्र;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Assessment'";1. निर्धारण 2. कर-निर्धारण 3. मूल्यांकन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Armed guard' mean?";सशस्त्र गार्ड / रक्षक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Arms length principle'?";स्वतंत्र संव्यवहार का सिद्धांत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Assessment of working capital requirements'";कार्यशील पूंजी संबंधी अपेक्षाओं का निर्धारण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Arms length transaction'";स्वतंत्र संव्यवहार;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Arrear claim'";बकाये का दावा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Arrear demand'";बकाया राशि की मांग;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Assessment year'";निर्धारण वर्ष;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Assisted concern' mean?";सहायता प्राप्त सम्थान / प्रतिष्ठान;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Assessor'?";निर्धारक, कर-निर्धारक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Asset'";आस्ति, परिसंपत्ति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Asset and liabilities'";आस्तियां / परिसंपत्तियां और देयताएं;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Asset backed securitization'";आस्ति / परिसंपत्ति समर्थित प्रतिभूतीकरण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Associate bank / institution'";सहयोगी बैंक / संस्था;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Associate member'";सह-सदस्य;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Associated operations' mean?";संबद्ध कार्यकलाप;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Association'?";1. संघ 2. संस्था;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Asset backed security'";आस्ति / परिसंपत्ति समर्थित प्रतिभूति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Assumed name'";कल्पित नाम;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Asset liability management (ALM)'";आस्ति देयता प्रबंधन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Assumption'";1. ग्रहण 2. धाग्णा 3. कल्पना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Asset mix'";मिश्रित आस्ति / परिग्संपत्ति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Assumption of charge' mean?";कार्यभार ग्रहण करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Asset on lease'?";पट्टे पर दी गई या ली गई आस्ति / परिसंपत्ति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Assurance'";1. बीमा 2. आश्वासन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Asset portfolio'";आस्ति / परिसंपत्ति संविभाग;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Assured'";1. बीमाकृत 2. आश्वासित;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Asset price bubbles'";आस्ति / परिसंपत्ति की कीमतों में उफान / उछाल;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Assurer'";1. बीमाकर्ता 2. आश्वासनदाता;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Asset quality' mean?";आस्ति / परिसंपत्ति गुणवत्ता;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Astronomical rates'?";आसमान छूते भाव;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Asset reconstruction'";आस्ति / परिसंपत्ति पुनर्निर्माण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Asset side operations'";आस्ति / परिसंपत्ति से संबंधित परिचालन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Asset stripping'";आस्ति / परिसंपत्ति बेचना / निचोड़ना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Asymmetric behaviour'";विषम रुख, असममित व्यवहार रुख;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Asymmetrical price movement'";कीमतों में विषम / असममित उतार-चढ़ाव;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Asset swap' mean?";आस्ति अदला-बदली;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'At a discount'?";बट्टे पर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Asset under management'";प्रबंधनाधीन आस्ति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Assets with banking system'";बैंकिंग प्रणाली की आस्तियां;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'At call'";मांग पर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'At maturity'";परिपक्व होने पर, अवधि की समाप्ति पर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'At par'";सममूल्य पर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Assignee' mean?";समनुदेशिती;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'At premium'?";अधिमूल्य / प्रीमियम पर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Assignees in bankruptcy'";दिवालिये की संपत्ति के प्रबंधकर्ता / समनुदेशिती;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'At random'";1. अनियत 2. यादृच्छिक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Assignment'";1. समनुदेशन 2. सौंपा गया कार्य;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'At sea (vessel)'";समुद्र यात्रा पर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Assignment of damages'";हर्जाना हक-अंतरण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'At sight' mean?";दर्शनी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Assignment of debt'";कर्ज का समनुदेशन (लेनदार द्वारा तीसरे पक्षकार को);खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'At station price'";स्टेशन-पर्यंत कीमत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'At the money put option/ call option'";बाजार भाव पर विक्रय विकल्प / क्रय विकल्प;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'At the nil rate of duty'";शून्य शुल्क दर पर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'At variance with'";से भिन्न;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'ATM Locator'";एटीएम लोकेटर / सूचक अन्वेषक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'ATM migration' mean?";एटीएम सुविधा अपनाना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Atomistic economy'?";बहुस्पर्धी अर्थव्यवस्था;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Attach'";1. कुर्क करना 2. संलग्न करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Attachable asset'";कुर्की-योग्य आस्ति / परिसंपत्ति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Attached'";1. संलग्न 2. कुर्क किया गया;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Attachment of property'";संपत्ति की कुर्की;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Attachment of salary'";वेतन अभिग्रहण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Attachment order' mean?";कुर्की आदेश;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Attainment of qualification'?";अर्हता प्राप्त करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Attendant risk'";अनुवर्ती जोखिम;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Attest'";अनुप्रमाणित करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Attestation'";अनुप्रमाणन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Attorney'";अटर्नी, न्यायवादी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Attributable profit'";स्रोतजन्य लाभ;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Attrition' mean?";पलायन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Attrition rate'?";पलायन दर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Auction'";नीलामी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Auction agent'";नीलामी एजेंट;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Auction house'";नीलामी-घर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Auction sale'";नीलामी बिक्री;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Auctioneer's commission'";नीलामकर्ता का कमीशन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Audit against propriety' mean?";औचित्य लेखापरीक्षा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Audit against regularity'?";नियमितता लेखापरीक्षा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Audit certificate'";लेखापरीक्षा प्रमाणपत्र;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Audit classification'";लेखापरीक्षा वर्गीकरण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Audit enfacement'";लेखापरीक्षा मुखांकन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Audit fees'";लेखापरीक्षा शुल्क / फीस;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Audit instructions'";लेखापरीक्षा अनुदेश;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Audit objections' mean?";लेखापरीक्षा आपत्तियां;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Audit rating'?";लेखापरीक्षा श्रेणीनिर्धारण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Audit team'";लेखापरीक्षा दल;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Audited accounts'";लेखापरीक्षित लेखे;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Audited and admitted'";लेखापरीक्षित एवं स्वीकृत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Audited balance sheet'";लेखापरीक्षित तुलन-पत्र;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Auditor'";लेखापरीक्षक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Auditor's report' mean?";लेखापरीक्षक की रिपोर्ट;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Austerity measures'?";मितव्ययिता उपाय;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Authentic'";प्रामाणिक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Authenticate'";अधिप्रमाणित करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Authentication'";अधिप्रमाणन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Authenticity'";प्रामाणिकता;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Author of a trust'";न्यासकर्ता;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Authorised capital' mean?";प्राधिकृत पूँजी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Authoritative text'?";प्राधिकृत पाठ;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Authority'";1. प्राधिकारी (व्यक्ति) 2. प्राधिकार 3. प्राधिकरण (संस्था);खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Authority letter'";प्राधिकार पत्र;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Authority to draw'";आहरण का प्राधिकार;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Authorization'";प्राधिकार देना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Authorization date'";प्राधिकृत करने की तारीख;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Authorize' mean?";प्राधिकृत करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Authorized agent'?";प्राधिकृत एजेंट;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Authorized dealer'";प्राधिकृत व्यापारी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Authorized money changer'";प्राधिकृत मुद्रा-परिवर्तक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Authorized rate'";प्राधिकृत दर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Authorized signature'";प्राधिकृत हस्ताक्षर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Authorized version'";प्राधिकृत पाठ;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Authorizing person' mean?";प्राधिकार देनेवाला;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Autocorrelation function'?";स्वतः सहसंबंध कार्य;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Automatic borrowing rights'";स्वतः उधार लेने के अधिकार;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Automatic check off'";स्वतः चंदा-कटौती (वेतन से);खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Automatic invoicing'";स्वतः बीजक निर्माण;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Automatic refinancing facility'";स्वतः पुनर्वित्त सुविधा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Automatic reinsurance'";स्वतः पुनर्बीमा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Automatic replenishment system' mean?";स्वतः पुनः पूर्ति प्रणाली;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Automatic route'?";स्वचालित मार्ग / व्यवस्था;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Automation'";स्वचालन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Autonomous bodies'";स्वायत्त निकाय / संस्था;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Autonomous drivers of liquidity'";चलनिधि के स्वचालक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Autoregressive coeffi- cients for inflation'";स्वतः प्रतिगामी मुद्रास्फीति गुणांक;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Auxiliary capital'";सहायक पूंजी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Avocation' mean?";उप-व्यवसाय;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Auxiliary duty'?";सहायक शुल्क;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Auxiliary service'";सहायक सेवा;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Average bank rate'";औसत बैंक दर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Average cash balance'";औसत नकदी शेष-राशि;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Average clause'";1. औसत खड 2. बीमाक्षति खंड;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Average cost'";औसत लागत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Average daily balance' mean?";औसत दैनिक शेष-राशि;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Average deposits'?";औसत जमाराशियां;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Average due date'";औसत नियत तारीख;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Average holding'";औसत जोत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Average market value'";औसत बाजार मूल्य;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Average profit'";औसते त्वाभ;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Average propensity to save'";औसत बचत प्रवृत्ति;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Average rate' mean?";औसत दर;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Average ratio'?";औसत अनुपात;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Average variable cost'";औसत परिवर्ती लागत;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Averaging'";औसत लागत कम करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Averaging down'";उठते शेयरों की खरीद कर औसत लागत कम करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Choose the correct meaning of 'Averaging in'";औसत मूल्य पर खरीद;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Averaging out'";औसत मूल्य पर विक्रय;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"In a professional context, what does 'Averaging up' mean?";गिरते शेयरों की खरीद कर औसंत लागत इष्टतम करना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the technical term for 'Avoidance of tax'?";कर परिवर्जन;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Identify the correct Hindi translation for 'Award'";1. पंचाट / अधिनिर्णय 2. पुरस्कार;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"Select the correct Hindi translation for the term 'Award of contract'";ठेका देना;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
"What is the Hindi equivalent of 'Award staff'?";अवार्ड स्टाफ / कर्मचारी;खातेदार;सक्रिय खाता;लेखा-वर्ष;0
