Question;Option1;Option2;Option3;Option4;CorrectIndex
"What is the Hindi equivalent of 'Development planning'";विकास आयोजना;आर्थिक आयोजना;सामाजिक आयोजना;शहरी आयोजना;0
"Choose the correct meaning of 'Development rebate reserve'";विकास रिबेट प्रारक्षित निधि;सामान्य प्रारक्षित निधि;पूंजी प्रारक्षित निधि;राजस्व प्रारक्षित निधि;0
"Select the correct Hindi translation for 'Deviation'";विचलन / पथांतर;पालन;अनुसरण;समानता;0
"In a professional context, what does 'Devolution' mean?";न्यागमन / अंतरण;ग्रहण;संग्रहण;वितरण;0
"What is the technical term for 'Devolution of joint rights'";संयुक्त अधिकारों का न्यागमन;एकल अधिकारों का न्यागमन;संपत्ति का न्यागमन;दायित्वों का न्यागमन;0
"Identify the correct Hindi translation for 'Devolution of tax revenues'";कर राजस्व का न्यागमन;कर राजस्व का संग्रह;कर राजस्व का वितरण;कर राजस्व का उपयोग;0
"Select the correct Hindi translation for 'Devolve'";न्यागत होना;समाप्त होना;शुरू होना;रुकना;0
"What is the Hindi equivalent of 'Devolvement'";न्यागमन;अधिग्रहण;विलय;विभाजन;0
"Choose the correct meaning of 'Diagram'";आरेख;चित्र;मानचित्र;ग्राफ;0
"Select the correct Hindi translation for 'Diarizing'";डायरी में चढ़ाना / दर्ज करना;फाइल करना;प्रेषित करना;नष्ट करना;0
"In a professional context, what does 'Dichotomic money market' mean?";द्विभाजित / द्विभाजी मुद्रा बाजार;एकीकृत मुद्रा बाजार;विकसित मुद्रा बाजार;अंतर्राष्ट्रीय मुद्रा बाजार;0
"What is the technical term for 'Diem allowance'";दैनिक भत्ता;मासिक भत्ता;वार्षिक भत्ता;यात्रा भत्ता;0
"Identify the correct Hindi translation for 'Different signature'";भिन्न हस्ताक्षर;समान हस्ताक्षर;जाली हस्ताक्षर;अधूरे हस्ताक्षर;0
"Select the correct Hindi translation for 'Differential coefficient'";भिन्न गुणांक;समान गुणांक;स्थिर गुणांक;शून्य गुणांक;0
"What is the Hindi equivalent of 'Differential debt-equity ratio'";विभेदक कर्ज-इक्विटी अनुपात;समान कर्ज-इक्विटी अनुपात;स्थिर कर्ज-इक्विटी अनुपात;शून्य कर्ज-इक्विटी अनुपात;0
"Choose the correct meaning of 'Differential rate of interest scheme'";विभेदक ब्याज दर योजना;समान ब्याज दर योजना;चक्रवृद्धि ब्याज दर योजना;साधारण ब्याज दर योजना;0
"Select the correct Hindi translation for 'Diffusion of ownership'";स्वामित्त्व प्रसार;स्वामित्त्व संकेंद्रण;स्वामित्त्व हस्तांतरण;स्वामित्त्व समाप्ति;0
"In a professional context, what does 'Digital signature' mean?";डिजिटल हस्ताक्षर;हस्तलिखित हस्ताक्षर;अंगूठे का निशान;मुहर;0
"What is the technical term for 'Digressive taxation'";व्यतिक्रमी कराधान;प्रगामी कराधान;प्रतिगामी कराधान;अनुपातिक कराधान;0
"Identify the correct Hindi translation for 'Dilapidated notes'";जीर्ण-शीर्ण नोट;नए नोट;जाली नोट;विदेशी नोट;0
"Select the correct Hindi translation for 'Diminishing balance method'";ह्रासमान शेष प्रणाली;स्थिर किश्त प्रणाली;वार्षिकी प्रणाली;बीमा पॉलिसी प्रणाली;0
"What is the Hindi equivalent of 'Diminishing productivity'";ह्रासमान उत्पादकता;वर्धमान उत्पादकता;स्थिर उत्पादकता;शून्य उत्पादकता;0
"Choose the correct meaning of 'Diminishing return'";ह्रासमान प्रतिलाभ;वर्धमान प्रतिलाभ;स्थिर प्रतिलाभ;शून्य प्रतिलाभ;0
"Select the correct Hindi translation for 'Diminishing utility'";ह्रासमान उपयोगिता;वर्धमान उपयोगिता;सीमांत उपयोगिता;कुल उपयोगिता;0
"In a professional context, what does 'Diminution in value of investment' mean?";निवेशों के मूल्य में ह्रास;निवेशों के मूल्य में वृद्धि;निवेशों के मूल्य में स्थिरता;निवेशों का विक्रय;0
"What is the technical term for 'Dip in growth'";संवृद्धि में गिरावट;संवृद्धि में उछाल;संवृद्धि में स्थिरता;संवृद्धि में रोक;0
"Identify the correct Hindi translation for 'Diplomatic goods'";राजनयिक वस्तुएं;व्यापारिक वस्तुएं;निजी वस्तुएं;प्रतिबंधित वस्तुएं;0
"Select the correct Hindi translation for 'Direct'";प्रत्यक्ष / सीधा;परोक्ष;टेढ़ा;जटिल;0
"What is the Hindi equivalent of 'Direct action'";सीधी / प्रत्यक्ष कार्रवाई;कानूनी कार्रवाई;गुप्त कार्रवाई;विलंबित कार्रवाई;0
"Choose the correct meaning of 'Direct arbitrage'";प्रत्यक्ष अंतरपणन;परोक्ष अंतरपणन;त्रिकोणीय अंतरपणन;बहुपक्षीय अंतरपणन;0
"Select the correct Hindi translation for 'Direct assistance scheme'";प्रत्यक्ष सहायता योजना;परोक्ष सहायता योजना;विदेशी सहायता योजना;तकनीकी सहायता योजना;0
"In a professional context, what does 'Direct burden of taxation' mean?";प्रत्यक्ष कर भार;अप्रत्यक्ष कर भार;छिपा हुआ कर भार;स्थानांतरित कर भार;0
"What is the technical term for 'Direct capital outlay'";प्रत्यक्ष पूंजीगत परिव्यय;परोक्ष पूंजीगत परिव्यय;राजस्व परिव्यय;आकस्मिक परिव्यय;0
"Identify the correct Hindi translation for 'Direct cost'";प्रत्यक्ष लागत;अप्रत्यक्ष लागत;नियत लागत;परिवर्तनशील लागत;0
"Select the correct Hindi translation for 'Direct debit'";सीधे नामे डालना;सीधे जमा करना;नकद भुगतान;चेक भुगतान;0
"What is the Hindi equivalent of 'Direct demand'";प्रत्यक्ष मांग;परोक्ष मांग;व्युत्पन्न मांग;सामूहिक मांग;0
"Choose the correct meaning of 'Direct finance'";प्रत्यक्ष वित्त;परोक्ष वित्त;विदेशी वित्त;घाटे का वित्त;0
"Select the correct Hindi translation for 'Direct financing'";प्रत्यक्ष वित्तपोषण;परोक्ष वित्तपोषण;बैंक वित्तपोषण;बाजार वित्तपोषण;0
"In a professional context, what does 'Direct grant' mean?";प्रत्यक्ष अनुदान;परोक्ष अनुदान;सशर्त अनुदान;ब्याज मुक्त ऋण;0
"What is the technical term for 'Direct investment'";प्रत्यक्ष निवेश;पोर्टफोलियो निवेश;परोक्ष निवेश;अल्पकालिक निवेश;0
"Identify the correct Hindi translation for 'Direct liability'";प्रत्यक्ष देयता;आकस्मिक देयता;परोक्ष देयता;संभावित देयता;0
"Select the correct Hindi translation for 'Direct loss'";प्रत्यक्ष हानि;परोक्ष हानि;काल्पनिक हानि;शुद्ध लाभ;0
"What is the Hindi equivalent of 'Direct marketing'";प्रत्यक्ष विपणन;परोक्ष विपणन;ऑनलाइन विपणन;नेटवर्क विपणन;0
"Choose the correct meaning of 'Direct payment procedure'";प्रत्यक्ष भुगतान प्रक्रिया;परोक्ष भुगतान प्रक्रिया;किस्त भुगतान प्रक्रिया;विलंबित भुगतान प्रक्रिया;0
"Select the correct Hindi translation for 'Direct production'";प्रत्यक्ष उत्पादन;परोक्ष उत्पादन;मास उत्पादन;बैच उत्पादन;0
"In a professional context, what does 'Direct quotation' mean?";प्रत्यक्ष दर;परोक्ष दर;वायदा दर;हाजिर दर;0
"What is the technical term for 'Direct reduction mortgage'";प्रत्यक्ष घटत बंधक;स्थिर बंधक;बढ़त बंधक;परिवर्तनीय बंधक;0
"Identify the correct Hindi translation for 'Direct tax'";प्रत्यक्ष कर;अप्रत्यक्ष कर;बिक्री कर;सेवा कर;0
"Select the correct Hindi translation for 'Direct tax code (DTC)'";प्रत्यक्ष कर संहिता;अप्रत्यक्ष कर संहिता;आयकर अधिनियम;संपत्ति कर अधिनियम;0
"What is the Hindi equivalent of 'Direct trade'";प्रत्यक्ष व्यापार;परोक्ष व्यापार;विदेशी व्यापार;काली बाजारी;0
"Choose the correct meaning of 'Direct underwriter'";सीधा हामीदार;उप-हामीदार;दलाल;एजेंट;0
"Select the correct Hindi translation for 'Direct utility'";प्रत्यक्ष उपयोगिता;परोक्ष उपयोगिता;सीमांत उपयोगिता;कुल उपयोगिता;0
"In a professional context, what does 'Direct verification' mean?";प्रत्यक्ष सत्यापन;परोक्ष सत्यापन;दस्तावेजी सत्यापन;भौतिक सत्यापन;0
"What is the technical term for 'Direct wages'";प्रत्यक्ष मजदूरी;अप्रत्यक्ष मजदूरी;वेतन;बोनस;0
"Identify the correct Hindi translation for 'Directed credit'";निर्देशित ऋण;मुक्त ऋण;बाजार ऋण;उपभोग ऋण;0
"Select the correct Hindi translation for 'Direction'";निदेशन / दिशा;गति;वेग;दूरी;0
"What is the Hindi equivalent of 'Directive'";निदेश;सुझाव;निवेदन;प्रस्ताव;0
"Choose the correct meaning of 'Directive principles'";निर्देशक सिद्धांत;मौलिक अधिकार;कानूनी अधिकार;नैतिक कर्तव्य;0
"Select the correct Hindi translation for 'Directorate'";निदेशालय;सचिवालय;मंत्रालय;दूतावास;0
"In a professional context, what does 'Director\'s fees' mean?";निदेशक की फीस;निदेशक का वेतन;निदेशक का बोनस;निदेशक का कमीशन;0
"What is the technical term for 'Director\'s remuneration'";निदेशक का पारिश्रमिक;निदेशक का लाभांश;निदेशक का खर्च;निदेशक का ऋण;0
"Identify the correct Hindi translation for 'Dirty float'";नियंत्रित विदेशी मुद्रा विनिमय;मुक्त विदेशी मुद्रा विनिमय;स्थिर विदेशी मुद्रा विनिमय;नियत विदेशी मुद्रा विनिमय;0
"Select the correct Hindi translation for 'Dirty price'";सकल कीमत / ब्याज सहित कीमत;शुद्ध कीमत;लागत कीमत;बाजार कीमत;0
"What is the Hindi equivalent of 'Disability'";निर्योग्यता / अक्षमता;योग्यता;क्षमता;कुशलता;0
"Choose the correct meaning of 'Disadvantageous'";अहितकर;हितकर;लाभकारी;उपयोगी;0
"Select the correct Hindi translation for 'Disadvantages'";अलाभ / अहित;लाभ;फायदा;उपयोगिता;0
"In a professional context, what does 'Disaggregated objectives' mean?";भिन्न-भिन्न किस्म के उद्देश्य;समान उद्देश्य;एकीकृत उद्देश्य;अस्पष्ट उद्देश्य;0
"What is the technical term for 'Disagio'";विदेशी विनिमय बट्टा;देसी विनिमय बट्टा;ब्याज बट्टा;नकद बट्टा;0
"Identify the correct Hindi translation for 'Disallow'";अस्वीकार / नामंजूर करना;स्वीकार करना;अनुमोदन करना;प्रस्ताव करना;0
"Select the correct Hindi translation for 'Disapproval'";अननुमोदन;अनुमोदन;सहमति;प्रशंसा;0
"What is the Hindi equivalent of 'Disaster management'";आपदा प्रबंधन;संकट प्रबंधन;जोखिम प्रबंधन;वित्तीय प्रबंधन;0
"Choose the correct meaning of 'Disbursal profile'";संवितरण अनुसूची रूपरेखा;वसूली अनुसूची;जमा अनुसूची;ब्याज अनुसूची;0
"Select the correct Hindi translation for 'Disburse'";संवितरित करना / चुकाना;जमा करना;वसूली करना;निवेश करना;0
"In a professional context, what does 'Disbursement' mean?";संवितरण;संग्रहण;बचत;लाभ;0
"What is the technical term for 'Discharge'";उन्मोचन / चुकाना / सेवामुक्त करना;नियुक्ति;भर्ती;पदोन्नति;0
"Identify the correct Hindi translation for 'Discharge by alteration'";परिवर्तन द्वारा उन्मोचन;भुगतान द्वारा उन्मोचन;एवजी द्वारा उन्मोचन;रद्दीकरण द्वारा उन्मोचन;0
"Select the correct Hindi translation for 'Discharge by payment'";भुगतान द्वारा उन्मोचन;परिवर्तन द्वारा उन्मोचन;समय बीतने से उन्मोचन;दिवालियापन से उन्मोचन;0
"What is the Hindi equivalent of 'Discharge by substitution'";एवजी द्वारा उन्मोचन;भुगतान द्वारा उन्मोचन;माफी द्वारा उन्मोचन;समझौते द्वारा उन्मोचन;0
"Choose the correct meaning of 'Discharge certificate'";उन्मोचन / चुकौती प्रमाणपत्र;ऋण प्रमाणपत्र;जमा प्रमाणपत्र;बीमा प्रमाणपत्र;0
"Select the correct Hindi translation for 'Discharge from liability'";देयता से उन्मोचित / मुक्त;देयता से ग्रस्त;देयता में वृद्धि;देयता का हस्तांतरण;0
"In a professional context, what does 'Discharge of a debtor' mean?";देनदार उन्मोचन;लेनदार उन्मोचन;बैंक उन्मोचन;जमानतदार उन्मोचन;0
"What is the technical term for 'Discharge of bill'";हुंडी / बिल की चुकौती;बिल का नवीनीकरण;बिल का अनादरण;बिल का बेचान;0
"Identify the correct Hindi translation for 'Discharge of debt'";कर्ज का उन्मोचन / चुकाना;कर्ज लेना;कर्ज देना;कर्ज माफ करना;0
"Select the correct Hindi translation for 'Discharge of goods'";माल उतराई;माल लदाई;माल भंडारण;माल बीमा;0
"What is the Hindi equivalent of 'Discharge of government securities'";सरकारी प्रतिभूतियों की चुकौती;सरकारी प्रतिभूतियों की खरीद;सरकारी प्रतिभूतियों की बिक्री;सरकारी प्रतिभूतियों का जारीकरण;0
"Choose the correct meaning of 'Discharge rate'";उन्मोचन दर / चुकौती दर;ब्याज दर;विनिमय दर;मुद्रास्फीति दर;0
"Select the correct Hindi translation for 'Discharge required'";दायित्त्व मुक्ति अपेक्षित;भुगतान अपेक्षित;जमा अपेक्षित;दस्तावेज अपेक्षित;0
"In a professional context, what does 'Discharged bankrupt' mean?";उन्मुक्त दिवालिया;घोषित दिवालिया;फरार दिवालिया;नया दिवालिया;0
"What is the technical term for 'Discharged bill'";चुकाई गई हुंडी / बिल;नकारी गई हुंडी;जाली हुंडी;खोयी हुई हुंडी;0
"Identify the correct Hindi translation for 'Discharged loan'";उन्मोचित / चुकाया गया ऋण;बकाया ऋण;डूबत ऋण;नया ऋण;0
"Select the correct Hindi translation for 'Discharged security'";उन्मोचित प्रतिभूति;गिरवी प्रतिभूति;जब्त प्रतिभूति;बेची गई प्रतिभूति;0
"What is the Hindi equivalent of 'Discharged value'";उन्मोचित / भुगतान मूल्य;बाजार मूल्य;अंकित मूल्य;लागत मूल्य;0
"Choose the correct meaning of 'Disciplinary action'";अनुशासनिक कार्रवाई;कानूनी कार्रवाई;पुलिस कार्रवाई;दंडात्मक कार्रवाई;0
"Select the correct Hindi translation for 'Disciplinary measures'";अनुशासनिक उपाय;कल्याणकारी उपाय;सुधारात्मक उपाय;वित्तीय उपाय;0
"In a professional context, what does 'Disciplinary proceedings' mean?";अनुशासनिक कार्यवाही;न्यायिक कार्यवाही;विधायी कार्यवाही;मध्यस्थता कार्यवाही;0
"What is the technical term for 'Disciplinary punishment'";अनुशासनिक दंड;आर्थिक दंड;कारावास;मृत्युदंड;0
"Identify the correct Hindi translation for 'Discipline'";अनुशासन;अव्यवस्था;विद्रोह;अराजकता;0
"Select the correct Hindi translation for 'Disciplines of market'";बाजार के विषय / अनुशासन;बाजार के नियम;बाजार के खिलाड़ी;बाजार के उत्पाद;0
"What is the Hindi equivalent of 'Disclaimer'";स्वत्वत्याग / दावात्याग / अस्वीकरण;स्वीकरण;दावा;अधिकार;0
"Choose the correct meaning of 'Disclose'";प्रकट करना / खुलासा करना;छिपाना;गुप्त रखना;नकारना;0
"Select the correct Hindi translation for 'Disclosure'";प्रकटीकरण / प्रकटन;गोपनीयता;सुरक्षा;सत्यापन;0
"In a professional context, what does 'Discommodity' mean?";अप-पण्य;पण्य;सेवा;मुद्रा;0
"What is the technical term for 'Disconcerting development'";अर्थहीन विकास / चिंताजनक विकास;संतुलित विकास;स्थिर विकास;तीव्र विकास;0
"Identify the correct Hindi translation for 'Discontinuance of business'";कारोबार बंद करना / समाप्ति;कारोबार शुरू करना;कारोबार विस्तार;कारोबार विलय;0
"Select the correct Hindi translation for 'Discontinuance of scheme'";योजना की समाप्ति;योजना का आरंभ;योजना का विस्तार;योजना का संशोधन;0
"What is the Hindi equivalent of 'Discount'";बट्टा / छूट;ब्याज;प्रीमियम;लाभांश;0
"Choose the correct meaning of 'Discount a bill'";बट्टे पर हुंडी भुनाना;बिल जारी करना;बिल स्वीकार करना;बिल अस्वीकार करना;0
"Select the correct Hindi translation for 'Discount account'";बट्टा लेखा;ब्याज लेखा;प्रीमियम लेखा;कमीशन लेखा;0
"In a professional context, what does 'Discount house' mean?";बट्टा घर / मितीकाटा गृह;बैंक;शेयर बाजार;बीमा कंपनी;0
"What is the technical term for 'Discount ledger'";बट्टा खाताबही;ब्याज खाताबही;रोकड़ बही;जर्नल;0
"Identify the correct Hindi translation for 'Discount market'";हुंडी बाजार / बट्टा बाजार;शेयर बाजार;सोना बाजार;कपड़ा बाजार;0
"Select the correct Hindi translation for 'Discount of inland documentary bills'";अंतर्देशीय प्रलेखी हुंडियों की भुनाई;विदेशी हुंडियों की भुनाई;सादी हुंडियों की भुनाई;जाली हुंडियों की भुनाई;0
"What is the Hindi equivalent of 'Discount rate'";बट्टा दर;ब्याज दर;विनिमय दर;मुद्रास्फीति दर;0
"Choose the correct meaning of 'Discounted bill'";भुनाया गया बिल;बेचा गया बिल;खरीदा गया बिल;रद्द किया गया बिल;0
"Select the correct Hindi translation for 'Discounted cash flow'";बट्टागत नकद प्रवाह;कुल नकद प्रवाह;शुद्ध नकद प्रवाह;भविष्य नकद प्रवाह;0
"In a professional context, what does 'Discounted value' mean?";बट्टागत / मितीकाटा मूल्य;अंकित मूल्य;बाजार मूल्य;परिपक्वता मूल्य;0
"What is the technical term for 'Discounter'";बट्टेवाला / बट्टा काटनेवाला;बट्टा देनेवाला;दलाल;एजेंट;0
"Identify the correct Hindi translation for 'Discredit'";साख घटाना / बदनाम करना;साख बढ़ाना;विश्वास करना;सम्मान करना;0
"Select the correct Hindi translation for 'Discrepancy'";विसंगति;संगति;समानता;एकरूपता;0
"What is the Hindi equivalent of 'Discretion'";विवेक;नियम;कानून;आदेश;0
"Choose the correct meaning of 'Discretionary accommodation'";विवेकाधीन निभाव / सहायता;अनिवार्य सहायता;वैधानिक सहायता;आकस्मिक सहायता;0
"Select the correct Hindi translation for 'Discretionary income'";स्वनिर्णयगत आय / निवल प्रयोज्य आय;सकल आय;कुल आय;कर योग्य आय;0
"In a professional context, what does 'Discretionary limit' mean?";विवेकाधीन ऋण-सीमा;वैधानिक सीमा;न्यूनतम सीमा;अधिकतम सीमा;0
"What is the technical term for 'Discretionary power'";विवेकाधिकार शक्ति;प्रदत्त शक्ति;संवैधानिक शक्ति;न्यायिक शक्ति;0
"Identify the correct Hindi translation for 'Discretionary refinance limits'";विवेकाधीन पुनर्वित्त सीमाएं;अनिवार्य पुनर्वित्त सीमाएं;स्थिर पुनर्वित्त सीमाएं;अस्थिर पुनर्वित्त सीमाएं;0
"Select the correct Hindi translation for 'Discriminating market'";भेदमूलक बाजार;समान बाजार;मुक्त बाजार;बंद बाजार;0
"What is the Hindi equivalent of 'Discriminating monopoly of first degree'";पहले दर्जे का भेदमूलक एकाधिकार;पूर्ण एकाधिकार;आंशिक एकाधिकार;द्वयाधिकार;0
"Choose the correct meaning of 'Discrimination'";विभेद / भेदभाव;समानता;निष्पक्षता;न्याय;0
"Select the correct Hindi translation for 'Discriminatory'";विभेदकारी;समानताकारी;न्यायसंगत;निष्पक्ष;0
"In a professional context, what does 'Discriminatory currency practice' mean?";विभेदकारी मुद्रा रीतियां;समान मुद्रा रीतियां;स्थिर मुद्रा रीतियां;मुक्त मुद्रा रीतियां;0
"What is the technical term for 'Discriminatory taxation'";विभेदक कराधान;समान कराधान;प्रगामी कराधान;प्रतिगामी कराधान;0
"Identify the correct Hindi translation for 'Discussion group'";चर्चा समूह;कार्यकारी समूह;सलाहकार समूह;निदेशक समूह;0
"Select the correct Hindi translation for 'Diseconomies of consumption'";उपभोग अलाभकारिता;उपभोग लाभकारिता;उत्पादन अलाभकारिता;वितरण अलाभकारिता;0
"What is the Hindi equivalent of 'Diseconomies of scale'";बड़े पैमाने की अलाभकारिता;बड़े पैमाने की किफायतें;लघु पैमाने की अलाभकारिता;लघु पैमाने की किफायतें;0
"Choose the correct meaning of 'Diseconomy'";अलाभकारिता;लाभकारिता;मितव्ययिता;दक्षता;0
"Select the correct Hindi translation for 'Disequilibrium'";विसंतुलन / असंतुलन;संतुलन;स्थिरता;साम्य;0
"In a professional context, what does 'Disguised unemployment' mean?";प्रच्छन्न बेरोजगारी;खुली बेरोजगारी;चक्रीय बेरोजगारी;मौसमी बेरोजगारी;0
"What is the technical term for 'Dishoarding'";विसंग्रहण;संग्रहण;जमाखोरी;कालाबाजारी;0
"Identify the correct Hindi translation for 'Dishonour'";नकारना / अनादरण;स्वीकारना;भुगतान करना;नवीनीकरण करना;0
"Select the correct Hindi translation for 'Dishonoured cheque'";नकारा गया / अनादृत चेक;भुनाया गया चेक;स्वीकृत चेक;पोस्ट डेटेड चेक;0
"What is the Hindi equivalent of 'Disincentive'";निरुत्साहन / अवप्रेरण;प्रोत्साहन;प्रेरणा;इनाम;0
"Choose the correct meaning of 'Disinflation'";अवस्फीति;मुद्रास्फीति;मंदी;तेजी;0
"Select the correct Hindi translation for 'Disintermediation'";विमध्यस्थीकरण;मध्यस्थता;दलाली;एजेंसी;0
"In a professional context, what does 'Disinvestment' mean?";विनिवेश;निवेश;पुनर्निवेश;बचत;0
"What is the technical term for 'Dislocation of business'";कारोबार का विस्थापन / अव्यवस्था;कारोबार का विस्तार;कारोबार का सुदृढ़ीकरण;कारोबार का विलय;0
"Identify the correct Hindi translation for 'Dismissal'";पदच्युति / बर्खास्तगी;निलंबन;नियुक्ति;पदोन्नति;0
"Select the correct Hindi translation for 'Disobedience'";अवज्ञा;आज्ञापालन;अनुशासन;सम्मान;0
"What is the Hindi equivalent of 'Disorder'";अव्यवस्था;व्यवस्था;शांति;कानून;0
"Choose the correct meaning of 'Disparity in rates'";भावों / दरों में असमानता;भावों में समानता;भावों में स्थिरता;भावों में गिरावट;0
"Select the correct Hindi translation for 'Dispensation'";प्रबंध / वितरण / छूट;संग्रह;रोक;निषेध;0
"In a professional context, what does 'Dispensation of credit' mean?";ऋण वितरण;ऋण वसूली;ऋण जमा;ऋण माफी;0
"What is the technical term for 'Dispersal'";बिखराव / छितराव;एकत्रीकरण;संकेंद्रण;संगठन;0
"Identify the correct Hindi translation for 'Dispersed industries'";प्रकीर्ण उद्योग;केंद्रित उद्योग;भारी उद्योग;लघु उद्योग;0
"Select the correct Hindi translation for 'Displaced person'";विस्थापित व्यक्ति;स्थानीय व्यक्ति;निवासी;नागरिक;0
"What is the Hindi equivalent of 'Disposable deposits'";प्रयोज्य जमाराशियां;अवरुद्ध जमाराशियां;सावधि जमाराशियां;मांग जमाराशियां;0
"Choose the correct meaning of 'Disposable income'";प्रयोज्य आय;सकल आय;कुल आय;कर योग्य आय;0
"Select the correct Hindi translation for 'Disposable resources'";प्रयोज्य संसाधन;प्राकृतिक संसाधन;मानव संसाधन;वित्तीय संसाधन;0
"In a professional context, what does 'Disposal' mean?";निपटान;संग्रहण;भंडारण;उत्पादन;0
"What is the technical term for 'Disposal of non-banking assets'";गैर-बैंकिंग आस्तियों का निपटान;बैंकिंग आस्तियों का निपटान;चल आस्तियों का निपटान;अचल आस्तियों का निपटान;0
"Identify the correct Hindi translation for 'Disposal register'";निपटान रजिस्टर;स्टॉक रजिस्टर;आवर्ती रजिस्टर;रोकड़ रजिस्टर;0
"Select the correct Hindi translation for 'Disposition cost'";निपटान लागत;उत्पादन लागत;विपणन लागत;वितरण लागत;0
"What is the Hindi equivalent of 'Dispossession'";बेकब्जा करना / बेदखल करना;कब्जा देना;स्वामित्व देना;किराए पर देना;0
"Choose the correct meaning of 'Disproportionate asset'";गैर-आनुपातिक आस्ति;आनुपातिक आस्ति;समान आस्ति;नगद आस्ति;0
"Select the correct Hindi translation for 'Disproportionate increase'";अनुपातहीन वृद्धि;आनुपातिक वृद्धि;समान वृद्धि;नगण्य वृद्धि;0
"In a professional context, what does 'Disputant' mean?";विवादी;मध्यस्थ;न्यायाधीश;गवाह;0
"What is the technical term for 'Dispute'";विवाद;समझौता;सुलह;शांति;0
"Identify the correct Hindi translation for 'Disputed'";विवादग्रस्त;निर्विवाद;स्पष्ट;निश्चित;0
"Select the correct Hindi translation for 'Disputed bill'";विवादग्रस्त बिल;स्वीकृत बिल;भुगतान किया गया बिल;नया बिल;0
"What is the Hindi equivalent of 'Disqualification'";निरर्हता / अयोग्यता;अर्हता;योग्यता;क्षमता;0
"Choose the correct meaning of 'Disqualify'";निरर्हित करना / अयोग्य ठहराना;अर्हित करना;योग्य ठहराना;चुनना;0
"Select the correct Hindi translation for 'Dissaving'";अधिव्यय / निर्बचत / ऋणात्मक बचत;बचत;निवेश;पूंजी निर्माण;0
"In a professional context, what does 'Disseisin' mean?";गैर-कानूनी बेदखली;कानूनी बेदखली;स्वैच्छिक बेदखली;अस्थायी बेदखली;0
"What is the technical term for 'Dissemination of disaggregated data'";भिन्न-भिन्न आंकड़ों का प्रसार;समेकित आंकड़ों का प्रसार;गुप्त आंकड़ों का प्रसार;गलत आंकड़ों का प्रसार;0
"Identify the correct Hindi translation for 'Dissent'";विसम्मति;सहमति;अनुमोदन;समर्थन;0
"Select the correct Hindi translation for 'Dissenting shareholder'";विसम्मत शेयरधारक;सम्मत शेयरधारक;बहुमत शेयरधारक;अल्पमत शेयरधारक;0
"What is the Hindi equivalent of 'Dissolution by the court'";न्यायालय द्वारा विघटन;साझेदारों द्वारा विघटन;लेनदारों द्वारा विघटन;स्वैच्छिक विघटन;0
"Choose the correct meaning of 'Dissolution of partnership'";भागीदारी का विघटन;भागीदारी का गठन;भागीदारी का पंजीकरण;भागीदारी का विस्तार;0
"Select the correct Hindi translation for 'Dissolve a firm'";फर्म का विघटन करना;फर्म बनाना;फर्म पंजीकृत करना;फर्म बेचना;0
"In a professional context, what does 'Distant return' mean?";दूरवर्ती प्रतिलाभ;तत्काल प्रतिलाभ;निश्चित प्रतिलाभ;शून्य प्रतिलाभ;0
"What is the technical term for 'Distinct claim'";सुभिन्न / सुस्पष्ट दावा;अस्पष्ट दावा;झूठा दावा;संयुक्त दावा;0
"Identify the correct Hindi translation for 'Distort'";विकृत करना / गलतबयानी;स्पष्ट करना;सही करना;साबित करना;0
"Select the correct Hindi translation for 'Distress borrowings'";विपत्तिकालीन उधार / आपात उधार;सामान्य उधार;दीर्घकालिक उधार;विकास उधार;0
"What is the Hindi equivalent of 'Distress inventory'";मुश्किल से बिकने वाला माल / दुर्विक्रय माल;आसानी से बिकने वाला माल;नया माल;कच्चा माल;0
"Choose the correct meaning of 'Distress sale'";आपात बिक्री / मजबूरन बिक्री;सामान्य बिक्री;नीलामी;थोक बिक्री;0
"Select the correct Hindi translation for 'Distress taccavi loan'";विपत्तिकालीन तकावी ऋण;कृषि ऋण;आवास ऋण;शिक्षा ऋण;0
"In a professional context, what does 'Distribution cost analysis' mean?";वितरण लागत विश्लेषण;उत्पादन लागत विश्लेषण;विपणन लागत विश्लेषण;प्रशासनिक लागत विश्लेषण;0
"What is the technical term for 'Distribution pattern'";वितरण का स्वरूप;उत्पादन का स्वरूप;उपभोग का स्वरूप;बचत का स्वरूप;0
"Identify the correct Hindi translation for 'Distributive market'";वितरण बाजार;थोक बाजार;खुदरा बाजार;वायदा बाजार;0
"Select the correct Hindi translation for 'Distributor'";वितरक;उत्पादक;उपभोक्ता;दलाल;0
"What is the Hindi equivalent of 'District credit plan'";जिला ऋण योजना;राज्य ऋण योजना;राष्ट्रीय ऋण योजना;ब्लॉक ऋण योजना;0
"Choose the correct meaning of 'District profiles'";जिले की रूपरेखा;राज्य की रूपरेखा;देश की रूपरेखा;गांव की रूपरेखा;0
"Select the correct Hindi translation for 'Disturbed area'";उपद्रवग्रस्त क्षेत्र;शांत क्षेत्र;विकसित क्षेत्र;पिछड़ा क्षेत्र;0
"In a professional context, what does 'Diversification of funds' mean?";निधियों का विविधीकरण;निधियों का संकेंद्रण;निधियों का दुरुपयोग;निधियों का हस्तांतरण;0
"What is the technical term for 'Diversification of risks'";जोखिमों का विशाखन / विविधीकरण;जोखिमों का संकेंद्रण;जोखिमों का उन्मूलन;जोखिमों का बीमा;0
